Date,holding
2021-06-18,"[('AIR', 39.630001068115234, -1), ('ANF', 40.34000015258789, 0), ('ACHC', 61.560001373291016, 0)]"
2021-06-25,"[('DDD', 39.29999923706055, 0), ('ANF', 46.2400016784668, 0), ('ACHC', 65.55999755859375, 0)]"
2021-07-02,"[('DDD', 36.11000061035156, 0), ('ANF', 45.81999969482422, 0), ('ACHC', 63.43999862670898, 0)]"
2021-07-09,"[('DDD', 34.40999984741211, 0), ('ANF', 44.650001525878906, 0), ('ACHC', 63.22999954223633, 0)]"
2021-07-16,"[('DDD', 25.299999237060547, -1), ('ANF', 40.04999923706055, 0), ('ACHC', 59.18999862670898, -1)]"
2021-07-23,"[('ANF', 39.040000915527344, 0)]"
2021-07-30,"[('ANF', 37.810001373291016, 0)]"
2021-08-06,"[('ANF', 36.43000030517578, -1)]"
2021-08-13,[]
2021-08-20,[]
2021-08-27,[]
2021-09-03,[]
2021-09-10,[]
2021-09-17,[]
2021-09-24,[]
2021-10-01,[]
2021-10-08,[]
2021-10-15,[]
2021-10-22,[]
2021-10-29,[]
2021-11-05,[]
2021-11-12,[]
2021-11-19,[]
2021-11-26,[]
2021-12-03,[]
2021-12-10,[]
