,holding
2017-01-02,"[('AES', 11.819999694824219, 0), ('AKAM', 69.79000091552734, 0), ('AMD', 11.319999694824219, 0), ('BBY', 42.77000045776367, 0), ('BBY', 42.77000045776367, 0), ('DD', 81.75261688232422, 0), ('DXC', 51.842559814453125, 0), ('EQIX', 370.489990234375, 0), ('ETSY', 13.079999923706055, 0), ('F', 12.760000228881836, 0), ('FITB', 26.8700008392334, 0), ('GLW', 24.520000457763672, 0), ('GLW', 24.520000457763672, 0), ('INCY', 108.30999755859375, 0), ('IP', 50.871212005615234, 0), ('LVS', 55.470001220703125, 0), ('MGM', 29.520000457763672, 0), ('MGM', 29.520000457763672, 0), ('NVDA', 25.774999618530273, 0), ('NVDA', 25.774999618530273, 0), ('PHM', 18.459999084472656, 0), ('PHM', 18.459999084472656, 0), ('PWR', 34.900001525878906, 0), ('TXT', 49.86000061035156, 0), ('TXT', 49.86000061035156, 0), ('VRSN', 80.8499984741211, 0)]"
2017-01-09,"[('AES', 11.720000267028809, 0), ('AKAM', 70.0199966430664, 0), ('AMD', 10.579999923706055, 0), ('BBY', 43.83000183105469, 0), ('BBY', 43.83000183105469, 0), ('DD', 82.2649917602539, 0), ('DXC', 53.88408279418945, 0), ('EQIX', 374.95001220703125, 0), ('ETSY', 12.520000457763672, 0), ('F', 12.630000114440918, 0), ('FITB', 27.290000915527344, 0), ('GLW', 24.84000015258789, 0), ('GLW', 24.84000015258789, 0), ('INCY', 117.75, 0), ('IP', 50.710227966308594, 0), ('LVS', 55.279998779296875, 0), ('MGM', 28.6200008392334, 0), ('MGM', 28.6200008392334, 0), ('NVDA', 25.857500076293945, 0), ('NVDA', 25.857500076293945, 0), ('PHM', 19.190000534057617, 0), ('PHM', 19.190000534057617, 0), ('PWR', 34.88999938964844, 0), ('TXT', 49.4900016784668, 0), ('TXT', 49.4900016784668, 0), ('VRSN', 80.80000305175781, 0)]"
2017-01-16,"[('AES', 11.40999984741211, 0), ('AKAM', 69.1500015258789, 0), ('AMD', 9.75, 0), ('BBY', 43.36000061035156, 0), ('BBY', 43.36000061035156, 0), ('DD', 81.66722106933594, 0), ('DXC', 54.05709457397461, 0), ('EQIX', 383.2699890136719, 0), ('ETSY', 12.40999984741211, 0), ('F', 12.359999656677246, 0), ('FITB', 26.290000915527344, 0), ('GLW', 24.790000915527344, 0), ('GLW', 24.790000915527344, 0), ('INCY', 117.22000122070312, 0), ('IP', 50.842803955078125, 0), ('LVS', 55.7400016784668, 0), ('MGM', 28.739999771118164, 0), ('MGM', 28.739999771118164, 0), ('NVDA', 26.002500534057617, 0), ('NVDA', 26.002500534057617, 0), ('PHM', 19.1200008392334, 0), ('PHM', 19.1200008392334, 0), ('PWR', 34.65999984741211, 0), ('TXT', 49.349998474121094, 0), ('TXT', 49.349998474121094, 0), ('VRSN', 80.41999816894531, 0)]"
2017-01-23,"[('AES', 11.399999618530273, 0), ('AKAM', 67.97000122070312, 0), ('AMD', 10.670000076293945, 0), ('BBY', 43.470001220703125, 0), ('BBY', 43.470001220703125, 0), ('DD', 87.26066589355469, 0), ('DXC', 53.60726547241211, 0), ('EQIX', 382.9599914550781, 0), ('ETSY', 12.930000305175781, 0), ('F', 12.489999771118164, 0), ('FITB', 26.760000228881836, 0), ('GLW', 26.68000030517578, 0), ('GLW', 26.68000030517578, 0), ('INCY', 121.72000122070312, 0), ('IP', 54.29924011230469, 0), ('LVS', 53.31999969482422, 0), ('MGM', 29.790000915527344, 0), ('MGM', 29.790000915527344, 0), ('NVDA', 27.9424991607666, 0), ('NVDA', 27.9424991607666, 0), ('PHM', 21.260000228881836, 0), ('PHM', 21.260000228881836, 0), ('PWR', 36.70000076293945, 0), ('TXT', 47.77000045776367, 0), ('TXT', 47.77000045776367, 0), ('VRSN', 81.22000122070312, 0)]"
2017-01-30,"[('AES', 11.369999885559082, 0), ('AKAM', 69.55000305175781, 0), ('AMD', 12.239999771118164, 0), ('BBY', 44.72999954223633, 0), ('BBY', 44.72999954223633, 0), ('DD', 85.695068359375, 0), ('DXC', 60.510379791259766, 0), ('EQIX', 384.82000732421875, 0), ('ETSY', 12.640000343322754, 0), ('F', 12.5600004196167, 0), ('FITB', 26.520000457763672, 0), ('GLW', 26.729999542236328, 0), ('GLW', 26.729999542236328, 0), ('INCY', 120.33999633789062, 0), ('IP', 50.1988639831543, 0), ('LVS', 51.810001373291016, 0), ('MGM', 28.860000610351562, 0), ('MGM', 28.860000610351562, 0), ('NVDA', 28.594999313354492, 0), ('NVDA', 28.594999313354492, 0), ('PHM', 21.389999389648438, 0), ('PHM', 21.389999389648438, 0), ('PWR', 36.599998474121094, 0), ('TXT', 48.310001373291016, 0), ('TXT', 48.310001373291016, 0), ('VRSN', 82.11000061035156, 0)]"
2017-02-06,"[('AES', 11.609999656677246, 0), ('AKAM', 63.95000076293945, 0), ('AMD', 13.579999923706055, 0), ('BBY', 44.68000030517578, 0), ('BBY', 44.68000030517578, 0), ('DD', 87.08987426757812, 0), ('DXC', 61.262977600097656, 0), ('EQIX', 386.45001220703125, 0), ('ETSY', 12.84000015258789, 0), ('F', 12.510000228881836, 0), ('FITB', 26.510000228881836, 0), ('GLW', 26.700000762939453, 0), ('GLW', 26.700000762939453, 0), ('INCY', 121.69999694824219, 0), ('IP', 50.085227966308594, 0), ('LVS', 52.7400016784668, 0), ('MGM', 28.530000686645508, 0), ('MGM', 28.530000686645508, 0), ('NVDA', 28.405000686645508, 0), ('NVDA', 28.405000686645508, 0), ('PHM', 21.6200008392334, 0), ('PHM', 21.6200008392334, 0), ('PWR', 36.959999084472656, 0), ('TXT', 48.900001525878906, 0), ('TXT', 48.900001525878906, 0), ('VRSN', 83.13999938964844, 0)]"
2017-02-13,"[('AES', 11.460000038146973, 0), ('AKAM', 62.34000015258789, 0), ('AMD', 13.130000114440918, 0), ('BBY', 45.2400016784668, 0), ('BBY', 45.2400016784668, 0), ('DD', 87.18950653076172, 0), ('DXC', 61.038063049316406, 0), ('EQIX', 374.2799987792969, 0), ('ETSY', 12.899999618530273, 0), ('F', 12.579999923706055, 0), ('FITB', 27.540000915527344, 0), ('GLW', 27.649999618530273, 0), ('GLW', 27.649999618530273, 0), ('INCY', 120.48999786376953, 0), ('IP', 49.38447189331055, 0), ('LVS', 52.029998779296875, 0), ('MGM', 26.600000381469727, 0), ('MGM', 26.600000381469727, 0), ('NVDA', 26.8075008392334, 0), ('NVDA', 26.8075008392334, 0), ('PHM', 21.399999618530273, 0), ('PHM', 21.399999618530273, 0), ('PWR', 37.2400016784668, 0), ('TXT', 48.349998474121094, 0), ('TXT', 48.349998474121094, 0), ('VRSN', 82.30000305175781, 0)]"
2017-02-20,"[('AES', 11.930000305175781, 0), ('AKAM', 62.869998931884766, 0), ('AMD', 14.119999885559082, 0), ('BBY', 45.560001373291016, 0), ('BBY', 45.560001373291016, 0), ('DD', 90.44879150390625, 0), ('DXC', 59.77508544921875, 0), ('EQIX', 379.6400146484375, 0), ('ETSY', 12.720000267028809, 0), ('F', 12.470000267028809, 0), ('FITB', 27.31999969482422, 0), ('GLW', 27.729999542236328, 0), ('GLW', 27.729999542236328, 0), ('INCY', 131.2100067138672, 0), ('IP', 49.82954406738281, 0), ('LVS', 52.16999816894531, 0), ('MGM', 26.389999389648438, 0), ('MGM', 26.389999389648438, 0), ('NVDA', 25.364999771118164, -1), ('NVDA', 25.364999771118164, -1), ('PHM', 21.729999542236328, 0), ('PHM', 21.729999542236328, 0), ('PWR', 37.7599983215332, 0), ('TXT', 47.16999816894531, 0), ('TXT', 47.16999816894531, 0), ('VRSN', 83.30999755859375, 0)]"
2017-02-27,"[('AES', 11.550000190734863, 0), ('AKAM', 63.36000061035156, 0), ('AMD', 13.029999732971191, 0), ('BBY', 44.650001525878906, 0), ('BBY', 44.650001525878906, 0), ('DD', 90.03604125976562, 0), ('DXC', 60.42387390136719, 0), ('EQIX', 375.69000244140625, 0), ('ETSY', 10.1899995803833, 0), ('ETSY', 10.1899995803833, 0), ('F', 12.649999618530273, 0), ('FITB', 27.84000015258789, 0), ('GLW', 27.8799991607666, 0), ('GLW', 27.8799991607666, 0), ('INCY', 136.91000366210938, 0), ('IP', 51.1363639831543, 0), ('LVS', 53.84000015258789, 0), ('MGM', 26.459999084472656, 0), ('MGM', 26.459999084472656, 0), ('PHM', 22.479999542236328, 0), ('PHM', 22.479999542236328, 0), ('PWR', 38.040000915527344, 0), ('TXT', 48.060001373291016, 0), ('TXT', 48.060001373291016, 0), ('VRSN', 84.04000091552734, 0)]"
2017-03-06,"[('AES', 11.149999618530273, 0), ('AKAM', 64.22000122070312, 0), ('AMD', 13.90999984741211, 0), ('BBY', 44.79999923706055, 0), ('BBY', 44.79999923706055, 0), ('DD', 90.86154174804688, 0), ('DXC', 59.740482330322266, 0), ('EQIX', 379.1600036621094, 0), ('ETSY', 9.720000267028809, -1), ('ETSY', 9.720000267028809, -1), ('F', 12.529999732971191, 0), ('FITB', 27.15999984741211, 0), ('GLW', 27.559999465942383, 0), ('GLW', 27.559999465942383, 0), ('INCY', 149.24000549316406, 0), ('IP', 48.0113639831543, 0), ('LVS', 54.209999084472656, 0), ('MGM', 25.5, 0), ('MGM', 25.5, 0), ('PHM', 23.530000686645508, 0), ('PHM', 23.530000686645508, 0), ('PWR', 37.310001373291016, 0), ('TXT', 47.630001068115234, 0), ('TXT', 47.630001068115234, 0), ('VRSN', 85.4800033569336, 0)]"
2017-03-13,"[('AES', 11.460000038146973, 0), ('AKAM', 65.0, 0), ('AMD', 13.489999771118164, 0), ('BBY', 45.7400016784668, 0), ('BBY', 45.7400016784668, 0), ('DD', 91.13196563720703, 0), ('DXC', 57.595157623291016, 0), ('EQIX', 375.6400146484375, 0), ('F', 12.479999542236328, 0), ('FITB', 26.350000381469727, 0), ('GLW', 27.239999771118164, 0), ('GLW', 27.239999771118164, 0), ('INCY', 147.9600067138672, 0), ('IP', 48.6363639831543, 0), ('LVS', 57.16999816894531, 0), ('MGM', 27.579999923706055, 0), ('MGM', 27.579999923706055, 0), ('PHM', 23.719999313354492, 0), ('PHM', 23.719999313354492, 0), ('PWR', 37.2599983215332, 0), ('TXT', 47.7400016784668, 0), ('TXT', 47.7400016784668, 0), ('VRSN', 86.25, 0)]"
2017-03-20,"[('AES', 11.229999542236328, 0), ('AKAM', 63.630001068115234, 0), ('AMD', 13.699999809265137, 0), ('BBY', 44.849998474121094, 0), ('BBY', 44.849998474121094, 0), ('DD', 89.77985382080078, 0), ('DXC', 58.68511962890625, 0), ('EQIX', 388.0899963378906, 0), ('F', 11.619999885559082, 0), ('FITB', 24.889999389648438, 0), ('GLW', 27.40999984741211, 0), ('GLW', 27.40999984741211, 0), ('INCY', 139.63999938964844, 0), ('IP', 48.11552810668945, 0), ('LVS', 55.619998931884766, 0), ('MGM', 25.709999084472656, 0), ('MGM', 25.709999084472656, 0), ('PHM', 23.489999771118164, 0), ('PHM', 23.489999771118164, 0), ('PWR', 36.130001068115234, 0), ('TXT', 46.150001525878906, 0), ('TXT', 46.150001525878906, 0), ('VRSN', 87.19000244140625, 0)]"
2017-03-27,"[('AES', 11.180000305175781, 0), ('AKAM', 59.70000076293945, 0), ('AMD', 14.550000190734863, 0), ('BBY', 49.150001525878906, 0), ('BBY', 49.150001525878906, 0), ('DD', 90.43456268310547, 0), ('DXC', 59.69723129272461, 0), ('EQIX', 400.3699951171875, 0), ('F', 11.640000343322754, 0), ('FITB', 25.399999618530273, 0), ('GLW', 27.0, 0), ('GLW', 27.0, 0), ('INCY', 133.6699981689453, 0), ('IP', 48.087120056152344, 0), ('LVS', 57.06999969482422, 0), ('MGM', 27.399999618530273, 0), ('MGM', 27.399999618530273, 0), ('PHM', 23.549999237060547, 0), ('PHM', 23.549999237060547, 0), ('PWR', 37.11000061035156, 0), ('TXT', 47.59000015258789, 0), ('TXT', 47.59000015258789, 0), ('VRSN', 87.11000061035156, 0)]"
2017-04-03,"[('AES', 11.039999961853027, 0), ('AKAM', 58.099998474121094, 0), ('AMD', 13.520000457763672, 0), ('BBY', 48.220001220703125, 0), ('BBY', 48.220001220703125, 0), ('DD', 89.93641662597656, 0), ('DXC', 65.63148498535156, 0), ('EQIX', 401.739990234375, 0), ('F', 11.229999542236328, 0), ('FITB', 25.010000228881836, 0), ('GLW', 26.809999465942383, 0), ('GLW', 26.809999465942383, 0), ('INCY', 140.11000061035156, 0), ('IP', 47.83143997192383, 0), ('LVS', 56.20000076293945, 0), ('MGM', 28.110000610351562, 0), ('MGM', 28.110000610351562, 0), ('PHM', 23.280000686645508, 0), ('PHM', 23.280000686645508, 0), ('PWR', 35.79999923706055, 0), ('TXT', 47.66999816894531, 0), ('TXT', 47.66999816894531, 0), ('VRSN', 87.26000213623047, 0)]"
2017-04-10,"[('AES', 11.359999656677246, 0), ('AKAM', 58.79999923706055, 0), ('AMD', 12.3100004196167, 0), ('BBY', 48.27000045776367, 0), ('BBY', 48.27000045776367, 0), ('DD', 86.90485382080078, 0), ('DXC', 66.18511962890625, 0), ('EQIX', 399.1099853515625, 0), ('F', 11.109999656677246, 0), ('FITB', 23.93000030517578, 0), ('GLW', 26.31999969482422, 0), ('GLW', 26.31999969482422, 0), ('INCY', 140.83999633789062, 0), ('IP', 47.00757598876953, 0), ('LVS', 55.900001525878906, 0), ('MGM', 27.190000534057617, 0), ('MGM', 27.190000534057617, 0), ('PHM', 23.709999084472656, 0), ('PHM', 23.709999084472656, 0), ('PWR', 34.15999984741211, 0), ('TXT', 46.540000915527344, 0), ('TXT', 46.540000915527344, 0), ('VRSN', 87.68000030517578, 0)]"
2017-04-17,"[('AES', 11.380000114440918, 0), ('AKAM', 60.279998779296875, 0), ('AMD', 13.0, 0), ('BBY', 50.63999938964844, 0), ('BBY', 50.63999938964844, 0), ('DD', 88.47045135498047, 0), ('DXC', 66.02075958251953, 0), ('EQIX', 401.8399963378906, 0), ('F', 11.34000015258789, 0), ('FITB', 24.6200008392334, 0), ('GLW', 27.020000457763672, 0), ('GLW', 27.020000457763672, 0), ('INCY', 123.01000213623047, 0), ('IP', 49.98106002807617, 0), ('LVS', 57.380001068115234, 0), ('MGM', 28.40999984741211, 0), ('MGM', 28.40999984741211, 0), ('PHM', 23.31999969482422, 0), ('PHM', 23.31999969482422, 0), ('PWR', 35.0099983215332, 0), ('TXT', 46.65999984741211, 0), ('TXT', 46.65999984741211, 0), ('VRSN', 88.44999694824219, 0)]"
2017-04-24,"[('AES', 11.3100004196167, 0), ('AKAM', 60.939998626708984, 0), ('AMD', 13.300000190734863, 0), ('BBY', 51.810001373291016, 0), ('BBY', 51.810001373291016, 0), ('DD', 89.38134002685547, 0), ('DXC', 65.17301177978516, 0), ('EQIX', 417.70001220703125, 0), ('F', 11.470000267028809, 0), ('FITB', 24.43000030517578, 0), ('GLW', 28.850000381469727, 0), ('GLW', 28.850000381469727, 0), ('INCY', 124.27999877929688, 0), ('IP', 51.10795593261719, 0), ('LVS', 58.9900016784668, 0), ('MGM', 30.709999084472656, 0), ('MGM', 30.709999084472656, 0), ('PHM', 22.670000076293945, 0), ('PHM', 22.670000076293945, 0), ('PWR', 35.439998626708984, 0), ('TXT', 46.65999984741211, 0), ('TXT', 46.65999984741211, 0), ('VRSN', 88.91999816894531, 0)]"
2017-05-01,"[('AES', 11.319999694824219, 0), ('AKAM', 52.130001068115234, 0), ('AMD', 10.1899995803833, 0), ('BBY', 51.619998931884766, 0), ('BBY', 51.619998931884766, 0), ('DD', 89.7940902709961, 0), ('DXC', 67.81141662597656, 0), ('EQIX', 426.25, 0), ('F', 11.140000343322754, 0), ('FITB', 24.799999237060547, 0), ('GLW', 28.90999984741211, 0), ('GLW', 28.90999984741211, 0), ('INCY', 122.41000366210938, 0), ('IP', 50.60606002807617, 0), ('LVS', 58.75, 0), ('MGM', 30.850000381469727, 0), ('MGM', 30.850000381469727, 0), ('PHM', 22.34000015258789, 0), ('PHM', 22.34000015258789, 0), ('PWR', 34.5099983215332, 0), ('TXT', 46.619998931884766, 0), ('TXT', 46.619998931884766, 0), ('VRSN', 89.5999984741211, 0)]"
2017-05-08,"[('AES', 11.329999923706055, 0), ('AKAM', 49.43000030517578, 0), ('AMD', 11.260000228881836, 0), ('BBY', 51.11000061035156, 0), ('BBY', 51.11000061035156, 0), ('DD', 88.29965209960938, 0), ('DXC', 68.87543487548828, 0), ('EQIX', 431.07000732421875, 0), ('F', 10.920000076293945, 0), ('FITB', 24.15999984741211, 0), ('GLW', 29.059999465942383, 0), ('GLW', 29.059999465942383, 0), ('INCY', 115.19000244140625, 0), ('IP', 49.51704406738281, 0), ('LVS', 58.650001525878906, 0), ('MGM', 31.149999618530273, 0), ('MGM', 31.149999618530273, 0), ('PHM', 22.75, 0), ('PHM', 22.75, 0), ('PWR', 32.4900016784668, 0), ('TXT', 48.08000183105469, 0), ('TXT', 48.08000183105469, 0), ('VRSN', 89.11000061035156, 0)]"
2017-05-15,"[('AES', 11.199999809265137, 0), ('AKAM', 47.380001068115234, 0), ('AMD', 11.40999984741211, 0), ('BBY', 51.33000183105469, 0), ('BBY', 51.33000183105469, 0), ('DD', 87.2322006225586, 0), ('DXC', 67.53459930419922, 0), ('EQIX', 426.739990234375, 0), ('F', 10.869999885559082, 0), ('FITB', 24.18000030517578, 0), ('GLW', 29.049999237060547, 0), ('GLW', 29.049999237060547, 0), ('INCY', 131.42999267578125, 0), ('IP', 48.399620056152344, 0), ('LVS', 56.77000045776367, 0), ('MGM', 31.25, 0), ('MGM', 31.25, 0), ('PHM', 23.1299991607666, 0), ('PHM', 23.1299991607666, 0), ('PWR', 31.440000534057617, 0), ('TXT', 46.4900016784668, 0), ('TXT', 46.4900016784668, 0), ('VRSN', 89.19000244140625, 0)]"
2017-05-22,"[('AES', 11.789999961853027, 0), ('AKAM', 47.38999938964844, 0), ('AMD', 11.0, 0), ('BBY', 58.970001220703125, 0), ('BBY', 58.970001220703125, 0), ('DD', 86.90485382080078, 0), ('DXC', 68.04498291015625, 0), ('EQIX', 441.2200012207031, 0), ('F', 10.930000305175781, 0), ('FITB', 24.260000228881836, 0), ('GLW', 29.299999237060547, 0), ('GLW', 29.299999237060547, 0), ('INCY', 134.3800048828125, 0), ('IP', 49.64015197753906, 0), ('LVS', 58.02000045776367, 0), ('MGM', 31.81999969482422, 0), ('MGM', 31.81999969482422, 0), ('PHM', 22.84000015258789, 0), ('PHM', 22.84000015258789, 0), ('PWR', 31.06999969482422, 0), ('TXT', 48.15999984741211, 0), ('TXT', 48.15999984741211, 0), ('VRSN', 90.13999938964844, 0)]"
2017-05-29,"[('AES', 11.90999984741211, 0), ('AKAM', 48.529998779296875, 0), ('AMD', 10.899999618530273, 0), ('BBY', 59.66999816894531, 0), ('BBY', 59.66999816894531, 0), ('DD', 89.7371597290039, 0), ('DXC', 67.11937713623047, 0), ('EQIX', 444.32000732421875, 0), ('F', 11.350000381469727, 0), ('FITB', 23.639999389648438, 0), ('GLW', 29.690000534057617, 0), ('GLW', 29.690000534057617, 0), ('INCY', 131.5, 0), ('IP', 51.50568389892578, 0), ('LVS', 62.54999923706055, 0), ('MGM', 32.52000045776367, 0), ('MGM', 32.52000045776367, 0), ('PHM', 23.709999084472656, 0), ('PHM', 23.709999084472656, 0), ('PWR', 31.600000381469727, 0), ('TXT', 47.75, 0), ('TXT', 47.75, 0), ('VRSN', 92.55000305175781, 0)]"
2017-06-05,"[('AES', 11.720000267028809, 0), ('AKAM', 48.130001068115234, 0), ('AMD', 12.279999732971191, 0), ('BBY', 58.130001068115234, 0), ('BBY', 58.130001068115234, 0), ('DD', 92.14248657226562, 0), ('DXC', 64.96540069580078, 0), ('EQIX', 439.2099914550781, 0), ('F', 11.130000114440918, 0), ('FITB', 25.059999465942383, 0), ('GLW', 28.950000762939453, 0), ('GLW', 28.950000762939453, 0), ('INCY', 119.04000091552734, 0), ('IP', 51.97916793823242, 0), ('LVS', 63.689998626708984, 0), ('MGM', 31.979999542236328, 0), ('MGM', 31.979999542236328, 0), ('PHM', 23.440000534057617, 0), ('PHM', 23.440000534057617, 0), ('PWR', 32.709999084472656, 0), ('TXT', 47.290000915527344, 0), ('TXT', 47.290000915527344, 0), ('VRSN', 92.33000183105469, 0)]"
2017-06-12,"[('AES', 11.920000076293945, 0), ('AKAM', 49.5, 0), ('AMD', 11.4399995803833, 0), ('BBY', 55.650001525878906, 0), ('BBY', 55.650001525878906, 0), ('DD', 91.64434051513672, 0), ('DXC', 64.74048614501953, 0), ('EQIX', 427.2799987792969, 0), ('F', 11.220000267028809, 0), ('FITB', 25.469999313354492, 0), ('GLW', 29.40999984741211, 0), ('GLW', 29.40999984741211, 0), ('INCY', 118.05000305175781, 0), ('IP', 53.51325988769531, 0), ('LVS', 64.98999786376953, 0), ('MGM', 32.61000061035156, 0), ('MGM', 32.61000061035156, 0), ('PHM', 24.010000228881836, 0), ('PHM', 24.010000228881836, 0), ('PWR', 32.060001373291016, 0), ('TXT', 47.439998626708984, 0), ('TXT', 47.439998626708984, 0), ('VRSN', 92.45999908447266, 0)]"
2017-06-19,"[('AES', 11.5600004196167, 0), ('AKAM', 51.29999923706055, 0), ('AMD', 14.170000076293945, 0), ('BBY', 55.18000030517578, 0), ('BBY', 55.18000030517578, 0), ('DD', 90.33493041992188, 0), ('DXC', 67.8719711303711, 0), ('EQIX', 434.07000732421875, 0), ('F', 11.039999961853027, 0), ('FITB', 24.65999984741211, 0), ('GLW', 29.989999771118164, 0), ('GLW', 29.989999771118164, 0), ('INCY', 136.27999877929688, 0), ('IP', 53.835227966308594, 0), ('LVS', 64.97000122070312, 0), ('MGM', 34.15999984741211, 0), ('MGM', 34.15999984741211, 0), ('PHM', 24.149999618530273, 0), ('PHM', 24.149999618530273, 0), ('PWR', 31.6200008392334, 0), ('TXT', 45.779998779296875, 0), ('TXT', 45.779998779296875, 0), ('VRSN', 93.95999908447266, 0)]"
2017-06-26,"[('AES', 11.109999656677246, 0), ('AKAM', 49.810001373291016, 0), ('AMD', 12.479999542236328, 0), ('BBY', 57.33000183105469, 0), ('BBY', 57.33000183105469, 0), ('DD', 89.765625, 0), ('DXC', 66.36678314208984, 0), ('EQIX', 429.1600036621094, 0), ('F', 11.1899995803833, 0), ('FITB', 25.959999084472656, 0), ('GLW', 30.049999237060547, 0), ('GLW', 30.049999237060547, 0), ('INCY', 125.91000366210938, 0), ('IP', 53.60795593261719, 0), ('LVS', 63.88999938964844, 0), ('MGM', 31.290000915527344, 0), ('MGM', 31.290000915527344, 0), ('PHM', 24.530000686645508, 0), ('PHM', 24.530000686645508, 0), ('PWR', 32.91999816894531, 0), ('TXT', 47.099998474121094, 0), ('TXT', 47.099998474121094, 0), ('VRSN', 92.95999908447266, 0)]"
2017-07-03,"[('AES', 10.760000228881836, 0), ('AKAM', 49.2400016784668, 0), ('AMD', 13.359999656677246, 0), ('BBY', 57.869998931884766, 0), ('BBY', 57.869998931884766, 0), ('DD', 90.93270111083984, 0), ('DXC', 67.00691986083984, 0), ('EQIX', 423.29998779296875, 0), ('F', 11.260000228881836, 0), ('FITB', 26.479999542236328, 0), ('GLW', 30.280000686645508, 0), ('GLW', 30.280000686645508, 0), ('INCY', 130.83999633789062, 0), ('IP', 53.38068389892578, 0), ('LVS', 61.77000045776367, 0), ('MGM', 30.84000015258789, 0), ('MGM', 30.84000015258789, 0), ('PHM', 24.940000534057617, 0), ('PHM', 24.940000534057617, 0), ('PWR', 33.04999923706055, 0), ('TXT', 48.060001373291016, 0), ('TXT', 48.060001373291016, 0), ('VRSN', 94.41999816894531, 0)]"
2017-07-10,"[('AES', 11.029999732971191, 0), ('AKAM', 50.619998931884766, 0), ('AMD', 13.920000076293945, 0), ('BBY', 55.2599983215332, 0), ('BBY', 55.2599983215332, 0), ('DD', 94.27738952636719, 0), ('DXC', 67.91522216796875, 0), ('EQIX', 437.70001220703125, 0), ('F', 11.680000305175781, 0), ('FITB', 26.079999923706055, 0), ('GLW', 31.06999969482422, 0), ('GLW', 31.06999969482422, 0), ('INCY', 134.27000427246094, 0), ('IP', 55.066287994384766, 0), ('LVS', 61.06999969482422, 0), ('MGM', 31.90999984741211, 0), ('MGM', 31.90999984741211, 0), ('PHM', 24.360000610351562, 0), ('PHM', 24.360000610351562, 0), ('PWR', 34.22999954223633, 0), ('TXT', 49.63999938964844, 0), ('TXT', 49.63999938964844, 0), ('VRSN', 96.91999816894531, 0)]"
2017-07-17,"[('AES', 11.420000076293945, 0), ('AKAM', 52.130001068115234, 0), ('AMD', 13.880000114440918, 0), ('BBY', 54.13999938964844, 0), ('BBY', 54.13999938964844, 0), ('DD', 94.13506317138672, 0), ('DXC', 69.15225219726562, 0), ('EQIX', 441.44000244140625, 0), ('F', 11.529999732971191, 0), ('FITB', 26.18000030517578, 0), ('GLW', 31.850000381469727, 0), ('GLW', 31.850000381469727, 0), ('INCY', 134.22000122070312, 0), ('IP', 53.6363639831543, 0), ('LVS', 62.36000061035156, 0), ('MGM', 34.029998779296875, 0), ('MGM', 34.029998779296875, 0), ('PHM', 24.309999465942383, 0), ('PHM', 24.309999465942383, 0), ('PWR', 33.04999923706055, 0), ('TXT', 48.4900016784668, 0), ('TXT', 48.4900016784668, 0), ('VRSN', 98.94999694824219, 0), ('VRTX', 163.1699981689453, 0)]"
2017-07-24,"[('AES', 10.979999542236328, 0), ('AKAM', 46.88999938964844, 0), ('AMD', 13.949999809265137, 0), ('BBY', 57.63999938964844, 0), ('BBY', 57.63999938964844, 0), ('DD', 93.48035430908203, 0), ('DXC', 67.84602355957031, 0), ('EQIX', 447.8999938964844, 0), ('F', 11.170000076293945, 0), ('FITB', 26.3799991607666, 0), ('GLW', 29.25, 0), ('GLW', 29.25, 0), ('INCY', 135.74000549316406, 0), ('IP', 51.837120056152344, 0), ('LVS', 61.279998779296875, 0), ('MGM', 33.13999938964844, 0), ('MGM', 33.13999938964844, 0), ('PHM', 24.350000381469727, 0), ('PHM', 24.350000381469727, 0), ('PWR', 33.58000183105469, 0), ('TXT', 49.25, 0), ('TXT', 49.25, 0), ('VRSN', 102.5, 0), ('VRTX', 154.14999389648438, 0)]"
2017-07-31,"[('AES', 11.079999923706055, 0), ('AKAM', 47.869998931884766, 0), ('AMD', 13.119999885559082, 0), ('BBY', 60.279998779296875, 0), ('BBY', 60.279998779296875, 0), ('DD', 91.2458267211914, 0), ('DXC', 68.09688568115234, 0), ('EQIX', 445.5799865722656, 0), ('F', 10.949999809265137, 0), ('FITB', 27.18000030517578, 0), ('GLW', 29.25, 0), ('GLW', 29.25, 0), ('INCY', 128.6999969482422, 0), ('IP', 51.07007598876953, 0), ('LVS', 60.970001220703125, 0), ('MGM', 31.790000915527344, 0), ('MGM', 31.790000915527344, 0), ('PHM', 25.600000381469727, 0), ('PHM', 25.600000381469727, 0), ('PWR', 36.5, 0), ('SEDG', 28.350000381469727, 0), ('TXT', 49.310001373291016, 0), ('TXT', 49.310001373291016, 0), ('VRSN', 99.30999755859375, 0), ('VRTX', 154.5399932861328, 0)]"
